"Param","n_reps","Success_Count","Success_rate","CI_Lower","True_param","CI_Upper","alpha","N","Tfull","rho","beta","omega_var"
"beta",1000,915,0.924242424242424,0.786646407236962,1,1.21335359276304,0.05,500,2,-0.8,1,1
"omega",1000,874,0.882828282828283,0.644527952832368,1,1.35547204716763,0.05,500,2,-0.8,1,1
"rho",1000,943,0.952525252525253,-0.882885752161416,-0.8,-0.717114247838584,0.05,500,2,-0.8,1,1
"beta",1000,943,0.943943943943944,0.786974777135438,1,1.21302522286456,0.05,500,2,-0.7,1,1
"omega",1000,931,0.931931931931932,0.621500015021101,1,1.3784999849789,0.05,500,2,-0.7,1,1
"rho",1000,922,0.922922922922923,-0.806958927216052,-0.7,-0.593041072783948,0.05,500,2,-0.7,1,1
"beta",1000,927,0.930722891566265,0.80665940901625,1,1.19334059098375,0.05,500,2,-0.6,1,1
"omega",1000,935,0.938755020080321,0.664526667839803,1,1.3354733321602,0.05,500,2,-0.6,1,1
"rho",1000,927,0.930722891566265,-0.7368006545033,-0.6,-0.463199345496699,0.05,500,2,-0.6,1,1
"beta",1000,944,0.944,0.810895014452115,1,1.18910498554788,0.05,500,2,-0.5,1,1
"omega",1000,948,0.948,0.662942425068774,1,1.33705757493123,0.05,500,2,-0.5,1,1
"rho",1000,939,0.939,-0.658898680597168,-0.5,-0.341101319402832,0.05,500,2,-0.5,1,1
"beta",1000,939,0.93993993993994,0.826597602697816,1,1.17340239730218,0.05,500,2,-0.4,1,1
"omega",1000,926,0.926926926926927,0.694362393491263,1,1.30563760650874,0.05,500,2,-0.4,1,1
"rho",1000,940,0.940940940940941,-0.594985913171062,-0.4,-0.205014086828938,0.05,500,2,-0.4,1,1
"beta",1000,957,0.957957957957958,0.8256986073004,1,1.1743013926996,0.05,500,2,-0.3,1,1
"omega",1000,958,0.958958958958959,0.687290095238047,1,1.31270990476195,0.05,500,2,-0.3,1,1
"rho",1000,941,0.941941941941942,-0.518750007960802,-0.3,-0.0812499920391977,0.05,500,2,-0.3,1,1
"beta",1000,931,0.933801404212638,0.83015640949618,1,1.16984359050382,0.05,500,2,-0.2,1,1
"omega",1000,934,0.936810431293882,0.708441662996186,1,1.29155833700381,0.05,500,2,-0.2,1,1
"rho",1000,937,0.939819458375125,-0.448604393282976,-0.2,0.0486043932829758,0.05,500,2,-0.2,1,1
"beta",1000,934,0.934,0.83590296493616,1,1.16409703506384,0.05,500,2,-0.1,1,1
"omega",1000,928,0.928,0.720056540803215,1,1.27994345919678,0.05,500,2,-0.1,1,1
"rho",1000,935,0.935,-0.375027981477332,-0.1,0.175027981477332,0.05,500,2,-0.1,1,1
"beta",1000,954,0.954,0.831225328017452,1,1.16877467198255,0.05,500,2,0,1,1
"omega",1000,944,0.944,0.702107156571239,1,1.29789284342876,0.05,500,2,0,1,1
"rho",1000,937,0.937,-0.302779294048988,0,0.302779294048988,0.05,500,2,0,1,1
"beta",1000,952,0.952,0.839171907157421,1,1.16082809284258,0.05,500,2,0.1,1,1
"omega",1000,947,0.947,0.715694565493726,1,1.28430543450627,0.05,500,2,0.1,1,1
"rho",1000,947,0.947,-0.208947553978396,0.1,0.408947553978396,0.05,500,2,0.1,1,1
"beta",1000,936,0.936,0.848464257116334,1,1.15153574288367,0.05,500,2,0.2,1,1
"omega",1000,950,0.95,0.721431372114627,1,1.27856862788537,0.05,500,2,0.2,1,1
"rho",1000,965,0.965,-0.14514144030008,0.2,0.54514144030008,0.05,500,2,0.2,1,1
"beta",1000,949,0.94994994994995,0.852171811643825,1,1.14782818835617,0.05,500,2,0.3,1,1
"omega",1000,916,0.916916916916917,0.738782995296975,1,1.26121700470303,0.05,500,2,0.3,1,1
"rho",1000,964,0.964964964964965,-0.0471266923603506,0.3,0.64712669236035,0.05,500,2,0.3,1,1
"beta",1000,959,0.959,0.845851563908644,1,1.15414843609136,0.05,500,2,0.4,1,1
"omega",1000,961,0.961,0.713996691306298,1,1.2860033086937,0.05,500,2,0.4,1,1
"rho",1000,969,0.969,0.0583919927951691,0.4,0.741608007204831,0.05,500,2,0.4,1,1
"beta",1000,923,0.923,0.857042183406976,1,1.14295781659302,0.05,500,2,0.5,1,1
"omega",1000,924,0.924,0.752594933158751,1,1.24740506684125,0.05,500,2,0.5,1,1
"rho",1000,949,0.949,0.216120724557966,0.5,0.783879275442034,0.05,500,2,0.5,1,1
"beta",1000,940,0.94188376753507,0.856452464567656,1,1.14354753543234,0.05,500,2,0.6,1,1
"omega",1000,924,0.925851703406814,0.743839896803062,1,1.25616010319694,0.05,500,2,0.6,1,1
"rho",1000,915,0.916833667334669,0.374066889813837,0.6,0.825933110186163,0.05,500,2,0.6,1,1
"beta",1000,934,0.934,0.855206376351908,1,1.14479362364809,0.05,500,2,0.7,1,1
"omega",1000,938,0.938,0.746875378361925,1,1.25312462163807,0.05,500,2,0.7,1,1
"rho",1000,926,0.926,0.503794317263909,0.7,0.896205682736091,0.05,500,2,0.7,1,1
"beta",1000,940,0.94,0.850604011184397,1,1.1493959888156,0.05,500,2,0.8,1,1
"omega",1000,929,0.929,0.743059713306206,1,1.25694028669379,0.05,500,2,0.8,1,1
"rho",1000,921,0.921,0.691228443766943,0.8,0.908771556233057,0.05,500,2,0.8,1,1
"beta",1000,937,0.940763052208835,0.843217033423628,1,1.15678296657637,0.05,500,2,0.9,1,1
"omega",1000,953,0.956827309236948,0.70322106366704,1,1.29677893633296,0.05,500,2,0.9,1,1
"rho",1000,947,0.950803212851406,0.849333775566771,0.9,0.950666224433229,0.05,500,2,0.9,1,1
"beta",1000,954,0.957831325301205,0.800417274552088,1,1.19958272544791,0.05,1000,2,-0.9,1,1
"omega",1000,939,0.942771084337349,0.627548938577966,1,1.37245106142203,0.05,1000,2,-0.9,1,1
"rho",1000,948,0.951807228915663,-0.934051387624184,-0.9,-0.865948612375816,0.05,1000,2,-0.9,1,1
"beta",1000,937,0.941708542713568,0.849136227766742,1,1.15086377223326,0.05,1000,2,-0.8,1,1
"omega",1000,898,0.90251256281407,0.748643304925503,1,1.2513566950745,0.05,1000,2,-0.8,1,1
"rho",1000,944,0.948743718592965,-0.858609077417085,-0.8,-0.741390922582915,0.05,1000,2,-0.8,1,1
"beta",1000,942,0.943887775551102,0.849368420348693,1,1.15063157965131,0.05,1000,2,-0.7,1,1
"omega",1000,938,0.939879759519038,0.732360093942414,1,1.26763990605759,0.05,1000,2,-0.7,1,1
"rho",1000,940,0.94188376753507,-0.775631382742909,-0.7,-0.624368617257091,0.05,1000,2,-0.7,1,1
"beta",1000,940,0.940940940940941,0.863287557036776,1,1.13671244296322,0.05,1000,2,-0.6,1,1
"omega",1000,946,0.946946946946947,0.762784531922277,1,1.23721546807772,0.05,1000,2,-0.6,1,1
"rho",1000,951,0.951951951951952,-0.696732670470042,-0.6,-0.503267329529958,0.05,1000,2,-0.6,1,1
"beta",1000,949,0.950901803607214,0.866282582362907,1,1.13371741763709,0.05,1000,2,-0.5,1,1
"omega",1000,952,0.953907815631262,0.761664303115837,1,1.23833569688416,0.05,1000,2,-0.5,1,1
"rho",1000,948,0.949899799599198,-0.612358334571853,-0.5,-0.387641665428147,0.05,1000,2,-0.5,1,1
"beta",1000,934,0.934934934934935,0.877385988993622,1,1.12261401100638,0.05,1000,2,-0.4,1,1
"omega",1000,938,0.938938938938939,0.783881575852046,1,1.21611842414795,0.05,1000,2,-0.4,1,1
"rho",1000,939,0.93993993993994,-0.537875861439109,-0.4,-0.262124138560891,0.05,1000,2,-0.4,1,1
"beta",1000,949,0.949,0.876750303251854,1,1.12324969674815,0.05,1000,2,-0.3,1,1
"omega",1000,946,0.946,0.778880705798624,1,1.22111929420138,0.05,1000,2,-0.3,1,1
"rho",1000,945,0.945,-0.454679614013694,-0.3,-0.145320385986305,0.05,1000,2,-0.3,1,1
"beta",1000,951,0.951,0.879902445413678,1,1.12009755458632,0.05,1000,2,-0.2,1,1
"omega",1000,951,0.951,0.79383712279313,1,1.20616287720687,0.05,1000,2,-0.2,1,1
"rho",1000,950,0.95,-0.37578985232316,-0.2,-0.0242101476768404,0.05,1000,2,-0.2,1,1
"beta",1000,932,0.932932932932933,0.883965873733752,1,1.11603412626625,0.05,1000,2,-0.1,1,1
"omega",1000,942,0.942942942942943,0.802050081653134,1,1.19794991834687,0.05,1000,2,-0.1,1,1
"rho",1000,947,0.947947947947948,-0.294474150718669,-0.1,0.0944741507186694,0.05,1000,2,-0.1,1,1
"beta",1000,954,0.954,0.880658284948605,1,1.11934171505139,0.05,1000,2,0,1,1
"omega",1000,954,0.954,0.78935795034458,1,1.21064204965542,0.05,1000,2,0,1,1
"rho",1000,960,0.96,-0.214097292024915,0,0.214097292024915,0.05,1000,2,0,1,1
"beta",1000,958,0.958958958958959,0.886277364945713,1,1.11372263505429,0.05,1000,2,0.1,1,1
"omega",1000,948,0.948948948948949,0.798965699332426,1,1.20103430066757,0.05,1000,2,0.1,1,1
"rho",1000,945,0.945945945945946,-0.118458910449121,0.1,0.318458910449121,0.05,1000,2,0.1,1,1
"beta",1000,945,0.945,0.892848048614819,1,1.10715195138518,0.05,1000,2,0.2,1,1
"omega",1000,945,0.945,0.803022234196421,1,1.19697776580358,0.05,1000,2,0.2,1,1
"rho",1000,958,0.958,-0.0440518529046783,0.2,0.444051852904678,0.05,1000,2,0.2,1,1
"beta",1000,939,0.93993993993994,0.895469685562826,1,1.10453031443717,0.05,1000,2,0.3,1,1
"omega",1000,946,0.946946946946947,0.815291684613253,1,1.18470831538675,0.05,1000,2,0.3,1,1
"rho",1000,953,0.953953953953954,0.0545443619011396,0.3,0.54545563809886,0.05,1000,2,0.3,1,1
"beta",1000,958,0.958,0.891000595530501,1,1.1089994044695,0.05,1000,2,0.4,1,1
"omega",1000,960,0.96,0.797765120980894,1,1.20223487901911,0.05,1000,2,0.4,1,1
"rho",1000,964,0.964,0.158446661597841,0.4,0.641553338402159,0.05,1000,2,0.4,1,1
"beta",1000,936,0.936936936936937,0.89891355846345,1,1.10108644153655,0.05,1000,2,0.5,1,1
"omega",1000,915,0.915915915915916,0.825058199536642,1,1.17494180046336,0.05,1000,2,0.5,1,1
"rho",1000,928,0.928928928928929,0.299267039296614,0.5,0.700732960703386,0.05,1000,2,0.5,1,1
"beta",1000,941,0.941,0.898496564273173,1,1.10150343572683,0.05,1000,2,0.6,1,1
"omega",1000,946,0.946,0.818867453959999,1,1.18113254604,0.05,1000,2,0.6,1,1
"rho",1000,938,0.938,0.440241165692797,0.6,0.759758834307203,0.05,1000,2,0.6,1,1
"beta",1000,950,0.950950950950951,0.897615446845861,1,1.10238455315414,0.05,1000,2,0.7,1,1
"omega",1000,924,0.924924924924925,0.821013863554438,1,1.17898613644556,0.05,1000,2,0.7,1,1
"rho",1000,939,0.93993993993994,0.561261631229974,0.7,0.838738368770026,0.05,1000,2,0.7,1,1
"beta",1000,953,0.953953953953954,0.894361083226417,1,1.10563891677358,0.05,1000,2,0.8,1,1
"omega",1000,940,0.940940940940941,0.818315780918803,1,1.1816842190812,0.05,1000,2,0.8,1,1
"rho",1000,955,0.955955955955956,0.723086894987392,0.8,0.876913105012608,0.05,1000,2,0.8,1,1
"beta",1000,932,0.939516129032258,0.889137701159303,1,1.1108622988407,0.05,1000,2,0.9,1,1
"omega",1000,937,0.944556451612903,0.790145601605633,1,1.20985439839437,0.05,1000,2,0.9,1,1
"rho",1000,957,0.964717741935484,0.864173569126144,0.9,0.935826430873856,0.05,1000,2,0.9,1,1
"beta",1000,888,0.892462311557789,0.225631279041018,1,1.77436872095898,0.05,20,3,-0.9,1,1
"omega",1000,868,0.872361809045226,-0.151899268404426,1,2.15189926840443,0.05,20,3,-0.9,1,1
"rho",1000,878,0.882412060301508,-1.01331899008025,-0.9,-0.786681009919751,0.05,20,3,-0.9,1,1
"beta",1000,909,0.909,0.260695734416446,1,1.73930426558355,0.05,20,3,-0.8,1,1
"omega",1000,892,0.892,-0.147685519813443,1,2.14768551981344,0.05,20,3,-0.8,1,1
"rho",1000,871,0.871,-1.01594732388232,-0.8,-0.584052676117677,0.05,20,3,-0.8,1,1
"beta",1000,931,0.931,0.268551870659325,1,1.73144812934068,0.05,20,3,-0.7,1,1
"omega",1000,917,0.917,-0.107574383516716,1,2.10757438351672,0.05,20,3,-0.7,1,1
"rho",1000,836,0.836,-0.994796159773769,-0.7,-0.405203840226231,0.05,20,3,-0.7,1,1
"beta",1000,919,0.919,0.30678322947436,1,1.69321677052564,0.05,20,3,-0.6,1,1
"omega",1000,906,0.906,-0.0489415487332385,1,2.04894154873324,0.05,20,3,-0.6,1,1
"rho",1000,851,0.851,-1.00855954281354,-0.6,-0.191440457186464,0.05,20,3,-0.6,1,1
"beta",1000,903,0.903,0.308768902355385,1,1.69123109764461,0.05,20,3,-0.5,1,1
"omega",1000,885,0.885,-0.0188676675989659,1,2.01886766759897,0.05,20,3,-0.5,1,1
"rho",1000,842,0.842,-1.00581297102672,-0.5,0.0058129710267163,0.05,20,3,-0.5,1,1
"beta",1000,921,0.921921921921922,0.309792988804017,1,1.69020701119598,0.05,20,3,-0.4,1,1
"omega",1000,909,0.90990990990991,-0.0522670030251553,1,2.05226700302516,0.05,20,3,-0.4,1,1
"rho",1000,830,0.830830830830831,-0.985519771979642,-0.4,0.185519771979642,0.05,20,3,-0.4,1,1
"beta",1000,911,0.911,0.33309241904595,1,1.66690758095405,0.05,20,3,-0.3,1,1
"omega",1000,902,0.902,-0.0391615048813145,1,2.03916150488131,0.05,20,3,-0.3,1,1
"rho",1000,862,0.862,-0.964156266851378,-0.3,0.364156266851378,0.05,20,3,-0.3,1,1
"beta",1000,888,0.888888888888889,0.338091285350159,1,1.66190871464984,0.05,20,3,-0.2,1,1
"omega",1000,890,0.890890890890891,-0.0320210176823281,1,2.03202101768233,0.05,20,3,-0.2,1,1
"rho",1000,915,0.915915915915916,-1.01802474139963,-0.2,0.61802474139963,0.05,20,3,-0.2,1,1
"beta",1000,899,0.899,0.346962329152136,1,1.65303767084786,0.05,20,3,-0.1,1,1
"omega",1000,900,0.9,-0.0326642139292317,1,2.03266421392923,0.05,20,3,-0.1,1,1
"rho",1000,967,0.967,-1.01100315852911,-0.1,0.811003158529114,0.05,20,3,-0.1,1,1
"beta",1000,918,0.918918918918919,0.343271631338448,1,1.65672836866155,0.05,20,3,0,1,1
"omega",1000,905,0.905905905905906,-0.0504267488654646,1,2.05042674886546,0.05,20,3,0,1,1
"rho",1000,999,1,-0.9862868919861,0,0.9862868919861,0.05,20,3,0,1,1
"beta",1000,902,0.902,0.350115734008902,1,1.6498842659911,0.05,20,3,0.1,1,1
"omega",1000,893,0.893,-0.048252532588805,1,2.0482525325888,0.05,20,3,0.1,1,1
"rho",1000,1000,1,-0.977283170295654,0.1,1.17728317029565,0.05,20,3,0.1,1,1
"beta",1000,894,0.894,0.349862805403388,1,1.65013719459661,0.05,20,3,0.2,1,1
"omega",1000,901,0.901,-0.0648861413999526,1,2.06488614139995,0.05,20,3,0.2,1,1
"rho",1000,1000,1,-0.974938410598496,0.2,1.3749384105985,0.05,20,3,0.2,1,1
"beta",1000,880,0.88,0.349998065257613,1,1.65000193474239,0.05,20,3,0.3,1,1
"omega",1000,903,0.903,-0.0832831841153017,1,2.0832831841153,0.05,20,3,0.3,1,1
"rho",1000,1000,1,-0.898277391143555,0.3,1.49827739114356,0.05,20,3,0.3,1,1
"beta",1000,889,0.88988988988989,0.378755695158532,1,1.62124430484147,0.05,20,3,0.4,1,1
"omega",1000,889,0.88988988988989,-0.0136782078077313,1,2.01367820780773,0.05,20,3,0.4,1,1
"rho",1000,999,1,-0.817823111615201,0.4,1.6178231116152,0.05,20,3,0.4,1,1
"beta",1000,890,0.89,0.377230171305704,1,1.6227698286943,0.05,20,3,0.5,1,1
"omega",1000,888,0.888,-0.0129000333722782,1,2.01290003337228,0.05,20,3,0.5,1,1
"rho",1000,997,0.997,-0.658023534700516,0.5,1.65802353470052,0.05,20,3,0.5,1,1
"beta",1000,865,0.866733466933868,0.376653981520265,1,1.62334601847974,0.05,20,3,0.6,1,1
"omega",1000,845,0.846693386773547,0.00533449779158357,1,1.99466550220842,0.05,20,3,0.6,1,1
"rho",1000,973,0.974949899799599,-0.318010433715631,0.6,1.51801043371563,0.05,20,3,0.6,1,1
"beta",1000,906,0.906,0.356209685934167,1,1.64379031406583,0.05,20,3,0.7,1,1
"omega",1000,905,0.905,-0.104914687662111,1,2.10491468766211,0.05,20,3,0.7,1,1
"rho",1000,897,0.897,0.0242062906596274,0.7,1.37579370934037,0.05,20,3,0.7,1,1
"beta",1000,890,0.893574297188755,0.347751343612847,1,1.65224865638715,0.05,20,3,0.8,1,1
"omega",1000,865,0.868473895582329,-0.114444481641524,1,2.11444448164152,0.05,20,3,0.8,1,1
"rho",1000,752,0.755020080321285,0.344852133682314,0.8,1.25514786631769,0.05,20,3,0.8,1,1
"beta",1000,896,0.899598393574297,0.312514415370656,1,1.68748558462934,0.05,20,3,0.9,1,1
"omega",1000,881,0.884538152610442,-0.268794760924641,1,2.26879476092464,0.05,20,3,0.9,1,1
"rho",1000,653,0.655622489959839,0.711909402515656,0.9,1.08809059748434,0.05,20,3,0.9,1,1
"beta",1000,909,0.91356783919598,0.292689599643894,1,1.70731040035611,0.05,20,4,-0.9,1,1
"omega",1000,906,0.910552763819095,-0.020117971313905,1,2.0201179713139,0.05,20,4,-0.9,1,1
"rho",1000,883,0.887437185929648,-0.993214299449178,-0.9,-0.806785700550822,0.05,20,4,-0.9,1,1
"beta",1000,921,0.921921921921922,0.329912935163003,1,1.670087064837,0.05,20,4,-0.8,1,1
"omega",1000,910,0.910910910910911,0.0540599357911433,1,1.94594006420886,0.05,20,4,-0.8,1,1
"rho",1000,889,0.88988988988989,-0.973578639336665,-0.8,-0.626421360663336,0.05,20,4,-0.8,1,1
"beta",1000,919,0.920841683366733,0.335601985994985,1,1.66439801400502,0.05,20,4,-0.7,1,1
"omega",1000,918,0.919839679358717,-0.000921806572376616,1,2.00092180657238,0.05,20,4,-0.7,1,1
"rho",1000,876,0.877755511022044,-0.951964750122899,-0.7,-0.4480352498771,0.05,20,4,-0.7,1,1
"beta",1000,937,0.937,0.358276346275385,1,1.64172365372461,0.05,20,4,-0.6,1,1
"omega",1000,929,0.929,0.063736509841913,1,1.93626349015809,0.05,20,4,-0.6,1,1
"rho",1000,889,0.889,-0.938811320375328,-0.6,-0.261188679624672,0.05,20,4,-0.6,1,1
"beta",1000,917,0.917,0.370552160142406,1,1.62944783985759,0.05,20,4,-0.5,1,1
"omega",1000,916,0.916,0.0759472809816297,1,1.92405271901837,0.05,20,4,-0.5,1,1
"rho",1000,883,0.883,-0.911194930663755,-0.5,-0.0888050693362446,0.05,20,4,-0.5,1,1
"beta",1000,939,0.939,0.368101744274665,1,1.63189825572533,0.05,20,4,-0.4,1,1
"omega",1000,941,0.941,0.0610209261693758,1,1.93897907383062,0.05,20,4,-0.4,1,1
"rho",1000,872,0.872,-0.87327229323712,-0.4,0.0732722932371198,0.05,20,4,-0.4,1,1
"beta",1000,927,0.927,0.393324715837799,1,1.6066752841622,0.05,20,4,-0.3,1,1
"omega",1000,930,0.93,0.101066641782381,1,1.89893335821762,0.05,20,4,-0.3,1,1
"rho",1000,903,0.903,-0.850145223760522,-0.3,0.250145223760522,0.05,20,4,-0.3,1,1
"beta",1000,925,0.925925925925926,0.391051825930135,1,1.60894817406987,0.05,20,4,-0.2,1,1
"omega",1000,930,0.930930930930931,0.0819665116145819,1,1.91803348838542,0.05,20,4,-0.2,1,1
"rho",1000,909,0.90990990990991,-0.827335508482044,-0.2,0.427335508482044,0.05,20,4,-0.2,1,1
"beta",1000,917,0.917,0.39992514657771,1,1.60007485342229,0.05,20,4,-0.1,1,1
"omega",1000,909,0.909,0.0805943239904048,1,1.9194056760096,0.05,20,4,-0.1,1,1
"rho",1000,948,0.948,-0.766672878174047,-0.1,0.566672878174047,0.05,20,4,-0.1,1,1
"beta",1000,918,0.918,0.396030013436412,1,1.60396998656359,0.05,20,4,0,1,1
"omega",1000,915,0.915,0.0630468745544713,1,1.93695312544553,0.05,20,4,0,1,1
"rho",1000,956,0.956,-0.753431072736116,0,0.753431072736116,0.05,20,4,0,1,1
"beta",1000,911,0.911,0.410176769208003,1,1.589823230792,0.05,20,4,0.1,1,1
"omega",1000,915,0.915,0.114833724769139,1,1.88516627523086,0.05,20,4,0.1,1,1
"rho",1000,992,0.992,-0.712596123500571,0.1,0.912596123500571,0.05,20,4,0.1,1,1
"beta",1000,915,0.915,0.40401005330546,1,1.59598994669454,0.05,20,4,0.2,1,1
"omega",1000,921,0.921,0.0811706200169681,1,1.91882937998303,0.05,20,4,0.2,1,1
"rho",1000,999,0.999,-0.660504147629601,0.2,1.0605041476296,0.05,20,4,0.2,1,1
"beta",1000,911,0.911,0.400693933312031,1,1.59930606668797,0.05,20,4,0.3,1,1
"omega",1000,905,0.905,0.0805787989421448,1,1.91942120105786,0.05,20,4,0.3,1,1
"rho",1000,999,0.999,-0.590464683333521,0.3,1.19046468333352,0.05,20,4,0.3,1,1
"beta",1000,916,0.916,0.418661417211471,1,1.58133858278853,0.05,20,4,0.4,1,1
"omega",1000,897,0.897,0.10448938792152,1,1.89551061207848,0.05,20,4,0.4,1,1
"rho",1000,996,0.996,-0.556477823259551,0.4,1.35647782325955,0.05,20,4,0.4,1,1
"beta",1000,906,0.906,0.414211972800054,1,1.58578802719995,0.05,20,4,0.5,1,1
"omega",1000,911,0.911,0.0750640413393816,1,1.92493595866062,0.05,20,4,0.5,1,1
"rho",1000,991,0.991,-0.440726042663543,0.5,1.44072604266354,0.05,20,4,0.5,1,1
"beta",1000,930,0.93,0.39725112756495,1,1.60274887243505,0.05,20,4,0.6,1,1
"omega",1000,920,0.92,0.0237027197912594,1,1.97629728020874,0.05,20,4,0.6,1,1
"rho",1000,979,0.979,-0.245838971682588,0.6,1.44583897168259,0.05,20,4,0.6,1,1
"beta",1000,918,0.918,0.388723724097954,1,1.61127627590205,0.05,20,4,0.7,1,1
"omega",1000,916,0.916,-0.0052349749772802,1,2.00523497497728,0.05,20,4,0.7,1,1
"rho",1000,930,0.93,0.0408894981217484,0.7,1.35911050187825,0.05,20,4,0.7,1,1
"beta",1000,924,0.926780341023069,0.377194684474681,1,1.62280531552532,0.05,20,4,0.8,1,1
"omega",1000,923,0.925777331995988,-0.0597568141018423,1,2.05975681410184,0.05,20,4,0.8,1,1
"rho",1000,725,0.727181544633902,0.426526011511708,0.8,1.17347398848829,0.05,20,4,0.8,1,1
"beta",1000,916,0.916916916916917,0.359963120914501,1,1.6400368790855,0.05,20,4,0.9,1,1
"omega",1000,918,0.918918918918919,-0.137178544609525,1,2.13717854460953,0.05,20,4,0.9,1,1
"rho",1000,670,0.670670670670671,0.736650182150193,0.9,1.06334981784981,0.05,20,4,0.9,1,1
"beta",1000,915,0.918674698795181,0.367730586959615,1,1.63226941304038,0.05,30,3,-0.9,1,1
"omega",1000,900,0.903614457831325,0.0594781857746374,1,1.94052181422536,0.05,30,3,-0.9,1,1
"rho",1000,895,0.89859437751004,-0.992524567954706,-0.9,-0.807475432045294,0.05,30,3,-0.9,1,1
"beta",1000,918,0.918918918918919,0.396360594885744,1,1.60363940511426,0.05,30,3,-0.8,1,1
"omega",1000,931,0.931931931931932,0.0629186970920638,1,1.93708130290794,0.05,30,3,-0.8,1,1
"rho",1000,888,0.888888888888889,-0.976320251610409,-0.8,-0.623679748389591,0.05,30,3,-0.8,1,1
"beta",1000,926,0.926926926926927,0.402775103267357,1,1.59722489673264,0.05,30,3,-0.7,1,1
"omega",1000,892,0.892892892892893,0.0956693027354671,1,1.90433069726453,0.05,30,3,-0.7,1,1
"rho",1000,870,0.870870870870871,-0.940700056525906,-0.7,-0.459299943474094,0.05,30,3,-0.7,1,1
"beta",1000,921,0.921,0.433990877024054,1,1.56600912297595,0.05,30,3,-0.6,1,1
"omega",1000,912,0.912,0.143542811866277,1,1.85645718813372,0.05,30,3,-0.6,1,1
"rho",1000,865,0.865,-0.933587469812647,-0.6,-0.266412530187353,0.05,30,3,-0.6,1,1
"beta",1000,909,0.90990990990991,0.435612172142253,1,1.56438782785775,0.05,30,3,-0.5,1,1
"omega",1000,906,0.906906906906907,0.168098032987638,1,1.83190196701236,0.05,30,3,-0.5,1,1
"rho",1000,909,0.90990990990991,-0.912994561432209,-0.5,-0.0870054385677912,0.05,30,3,-0.5,1,1
"beta",1000,911,0.911911911911912,0.436448335226135,1,1.56355166477386,0.05,30,3,-0.4,1,1
"omega",1000,906,0.906906906906907,0.140827589806895,1,1.8591724101931,0.05,30,3,-0.4,1,1
"rho",1000,888,0.888888888888889,-0.878074891886959,-0.4,0.0780748918869593,0.05,30,3,-0.4,1,1
"beta",1000,918,0.918,0.455472240356237,1,1.54452775964376,0.05,30,3,-0.3,1,1
"omega",1000,913,0.913,0.151528184232696,1,1.8484718157673,0.05,30,3,-0.3,1,1
"rho",1000,877,0.877,-0.842281321085872,-0.3,0.242281321085872,0.05,30,3,-0.3,1,1
"beta",1000,917,0.917,0.459553797602139,1,1.54044620239786,0.05,30,3,-0.2,1,1
"omega",1000,917,0.917,0.157358367616827,1,1.84264163238317,0.05,30,3,-0.2,1,1
"rho",1000,919,0.919,-0.867914404467085,-0.2,0.467914404467085,0.05,30,3,-0.2,1,1
"beta",1000,928,0.928,0.466796974535713,1,1.53320302546429,0.05,30,3,-0.1,1,1
"omega",1000,914,0.914,0.156833200080364,1,1.84316679991964,0.05,30,3,-0.1,1,1
"rho",1000,929,0.929,-0.843830964153381,-0.1,0.643830964153381,0.05,30,3,-0.1,1,1
